Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DelayType
2007,1,9,2,18:54:00,18:30:00,21:06:00,20:50:00,WN,491,N496,132.0,140.0,117.0,16.0,24.0,MCO,PIT,834,3,12,0,,0,0,0,0,0,16,Late Aircraft
2007,1,9,2,07:17:00,07:15:00,08:09:00,07:50:00,WN,571,N703SW,112.0,95.0,81.0,19.0,2.0,PIT,MDW,402,4,27,0,,0,0,0,19,0,0,NAS
2007,1,9,2,18:05:00,18:10:00,19:47:00,19:20:00,WN,803,N783,102.0,70.0,56.0,27.0,-5.0,PIT,PHL,267,4,42,0,,0,0,0,27,0,0,NAS
2007,1,10,3,18:18:00,18:10:00,19:46:00,19:25:00,WN,1597,N673,88.0,75.0,52.0,21.0,8.0,PHL,PIT,267,4,32,0,,0,0,0,13,0,8,"NAS, Late Aircraft"
2007,1,10,3,16:12:00,15:50:00,16:37:00,16:20:00,WN,432,N637SW,85.0,90.0,70.0,17.0,22.0,PIT,MDW,402,3,12,0,,0,11,0,0,0,6,"Carrier, Late Aircraft"
2007,1,10,3,07:12:00,07:15:00,08:09:00,07:50:00,WN,571,N496,117.0,95.0,71.0,19.0,-3.0,PIT,MDW,402,5,41,0,,0,0,0,19,0,0,NAS
2007,1,10,3,18:12:00,18:10:00,19:36:00,19:20:00,WN,803,N783,84.0,70.0,55.0,16.0,2.0,PIT,PHL,267,13,16,0,,0,0,0,16,0,0,NAS
2007,1,11,4,09:00:00,08:40:00,11:16:00,10:55:00,WN,2149,N657SW,76.0,75.0,64.0,21.0,20.0,MDW,PIT,402,2,10,0,,0,20,0,1,0,0,"Carrier, NAS"
2007,1,11,4,20:00:00,19:55:00,20:43:00,20:20:00,WN,2076,N448,103.0,85.0,72.0,23.0,5.0,PIT,MDW,402,4,27,0,,0,0,0,23,0,0,NAS
2007,1,11,4,18:00:00,18:00:00,19:56:00,19:30:00,WN,803,N792,116.0,90.0,94.0,26.0,0.0,PIT,PHL,267,4,18,0,,0,0,0,26,0,0,NAS
2007,1,11,4,11:31:00,11:20:00,12:51:00,12:30:00,WN,2149,N657SW,80.0,70.0,49.0,21.0,11.0,PIT,PHL,267,12,19,0,,0,0,0,10,0,11,"NAS, Late Aircraft"
2007,1,12,5,07:04:00,06:40:00,09:21:00,08:55:00,WN,676,N357,77.0,75.0,56.0,26.0,24.0,MDW,PIT,402,4,17,0,,0,24,0,2,0,0,"Carrier, NAS"
2007,1,12,5,11:58:00,10:35:00,13:57:00,12:35:00,WN,2504,N724,299.0,300.0,288.0,82.0,83.0,PIT,LAS,1910,4,7,0,,0,82,0,0,0,0,Carrier
2007,1,12,5,20:11:00,19:55:00,20:36:00,20:20:00,WN,2076,N463,85.0,85.0,74.0,16.0,16.0,PIT,MDW,402,3,8,0,,0,5,0,0,0,11,"Carrier, Late Aircraft"
2007,1,14,7,22:00:00,21:30:00,00:08:00,23:45:00,WN,539,N261,68.0,75.0,54.0,23.0,30.0,MDW,PIT,402,6,8,0,,0,23,0,0,0,0,Carrier
2007,1,14,7,09:05:00,08:40:00,11:26:00,10:55:00,WN,2149,N397SW,81.0,75.0,55.0,31.0,25.0,MDW,PIT,402,7,19,0,,0,20,0,6,0,5,"Carrier, NAS, Late Aircraft"
2007,1,14,7,16:29:00,15:30:00,17:36:00,16:40:00,WN,641,N244,67.0,70.0,49.0,56.0,59.0,PHL,PIT,267,6,12,0,,0,0,0,0,0,56,Late Aircraft
2007,1,14,7,19:24:00,18:00:00,20:29:00,19:20:00,WN,1597,N431,65.0,80.0,49.0,69.0,84.0,PHL,PIT,267,6,10,0,,0,0,0,0,0,69,Late Aircraft
2007,1,14,7,18:03:00,17:10:00,19:52:00,19:10:00,WN,641,N244,289.0,300.0,277.0,42.0,53.0,PIT,LAS,1910,4,8,0,,0,0,0,0,0,42,Late Aircraft
2007,1,14,7,20:43:00,19:45:00,22:41:00,22:00:00,WN,1597,N431,118.0,135.0,106.0,41.0,58.0,PIT,MCO,834,4,8,0,,0,0,0,0,0,41,Late Aircraft
2007,1,14,7,18:01:00,16:15:00,19:17:00,17:35:00,WN,304,N732,76.0,80.0,52.0,102.0,106.0,PIT,PHL,267,12,12,0,,0,0,102,0,0,0,Weather
2007,1,14,7,21:21:00,21:20:00,22:51:00,22:30:00,WN,647,N211,90.0,70.0,49.0,21.0,1.0,PIT,PHL,267,5,36,0,,0,0,0,21,0,0,NAS
2007,1,14,7,18:44:00,18:00:00,20:00:00,19:30:00,WN,803,N717SA,76.0,90.0,62.0,30.0,44.0,PIT,PHL,267,4,10,0,,0,0,0,30,0,0,NAS
2007,1,14,7,16:09:00,14:45:00,17:17:00,16:00:00,WN,899,N770,68.0,75.0,50.0,77.0,84.0,PIT,PHL,267,4,14,0,,0,0,72,0,0,5,"Weather, Late Aircraft"
2007,1,15,1,11:06:00,10:30:00,17:49:00,17:30:00,WN,803,N451,223.0,240.0,204.0,19.0,36.0,LAS,PIT,1910,6,13,0,,0,0,0,0,0,19,Late Aircraft
2007,1,15,1,19:02:00,18:30:00,21:11:00,20:50:00,WN,491,N717SA,129.0,140.0,114.0,21.0,32.0,MCO,PIT,834,7,8,0,,0,21,0,0,0,0,Carrier
2007,1,15,1,13:33:00,13:35:00,16:11:00,15:50:00,WN,304,N412,98.0,75.0,58.0,21.0,-2.0,MDW,PIT,402,7,33,0,,0,0,0,21,0,0,NAS
2007,1,15,1,22:04:00,21:30:00,00:17:00,23:45:00,WN,539,N240,73.0,75.0,53.0,32.0,34.0,MDW,PIT,402,6,14,0,,0,0,0,2,0,30,"NAS, Late Aircraft"
2007,1,15,1,18:23:00,17:15:00,20:58:00,19:30:00,WN,2185,N247,95.0,75.0,58.0,88.0,68.0,MDW,PIT,402,7,30,0,,0,6,0,20,0,62,"Carrier, NAS, Late Aircraft"
2007,1,15,1,22:50:00,21:40:00,00:01:00,23:00:00,WN,231,N754,71.0,80.0,51.0,61.0,70.0,PHL,PIT,267,8,12,0,,0,0,0,0,0,61,Late Aircraft
2007,1,15,1,13:32:00,12:35:00,14:53:00,13:45:00,WN,921,N206,81.0,70.0,55.0,68.0,57.0,PHL,PIT,267,6,20,0,,0,0,0,11,0,57,"NAS, Late Aircraft"
2007,1,15,1,08:48:00,08:45:00,10:23:00,10:05:00,WN,2504,N753,95.0,80.0,53.0,18.0,3.0,PHL,PIT,267,3,39,0,,0,0,0,18,0,0,NAS
2007,1,15,1,15:17:00,14:10:00,15:56:00,14:35:00,WN,921,N206,99.0,85.0,75.0,81.0,67.0,PIT,MDW,402,5,19,0,,0,0,0,14,0,67,"NAS, Late Aircraft"
2007,1,15,1,21:29:00,19:55:00,21:59:00,20:20:00,WN,2076,N247,90.0,85.0,71.0,99.0,94.0,PIT,MDW,402,6,13,0,,0,6,0,5,0,88,"Carrier, NAS, Late Aircraft"
2007,1,15,1,16:44:00,16:15:00,17:56:00,17:35:00,WN,304,N412,72.0,80.0,47.0,21.0,29.0,PIT,PHL,267,11,14,0,,0,0,6,0,0,15,"Weather, Late Aircraft"
2007,1,15,1,09:52:00,09:20:00,10:59:00,10:25:00,WN,676,N361,67.0,65.0,45.0,34.0,32.0,PIT,PHL,267,13,9,0,,0,0,18,2,0,14,"Weather, NAS, Late Aircraft"
2007,1,15,1,15:15:00,14:45:00,16:17:00,16:00:00,WN,899,N441,62.0,75.0,49.0,17.0,30.0,PIT,PHL,267,4,9,0,,0,0,13,0,0,4,"Weather, Late Aircraft"
2007,1,16,2,08:51:00,08:55:00,10:03:00,09:25:00,WN,913,N438,132.0,90.0,77.0,38.0,-4.0,PIT,MDW,402,4,51,0,,0,0,0,38,0,0,NAS
2007,1,16,2,09:23:00,09:20:00,11:02:00,10:25:00,WN,676,N383SW,99.0,65.0,44.0,37.0,3.0,PIT,PHL,267,4,51,0,,0,0,0,37,0,0,NAS
2007,1,17,3,17:40:00,17:15:00,19:49:00,19:30:00,WN,2185,N242,69.0,75.0,59.0,19.0,25.0,MDW,PIT,402,4,6,0,,0,2,0,0,0,17,"Carrier, Late Aircraft"
2007,1,17,3,16:03:00,15:30:00,17:12:00,16:40:00,WN,641,N473,69.0,70.0,43.0,32.0,33.0,PHL,PIT,267,5,21,0,,0,0,0,0,0,32,Late Aircraft
2007,1,17,3,16:06:00,15:00:00,21:30:00,20:55:00,WN,647,N714CB,204.0,235.0,185.0,35.0,66.0,PHX,PIT,1813,6,13,0,,0,0,0,0,0,35,Late Aircraft
2007,1,17,3,17:46:00,17:10:00,19:39:00,19:10:00,WN,641,N473,293.0,300.0,282.0,29.0,36.0,PIT,LAS,1910,4,7,0,,0,3,0,0,0,26,"Carrier, Late Aircraft"
2007,1,17,3,21:49:00,21:20:00,22:46:00,22:30:00,WN,647,N714CB,57.0,70.0,45.0,16.0,29.0,PIT,PHL,267,5,7,0,,0,0,0,0,0,16,Late Aircraft
2007,1,18,4,21:42:00,21:30:00,00:01:00,23:45:00,WN,539,N444,79.0,75.0,57.0,16.0,12.0,MDW,PIT,402,4,18,0,,0,12,0,4,0,0,"Carrier, NAS"
2007,1,18,4,,21:40:00,01:09:00,23:00:00,WN,231,N743,69.0,80.0,54.0,129.0,140.0,PHL,PIT,267,3,12,0,,0,0,0,0,0,129,Late Aircraft
2007,1,18,4,15:25:00,15:30:00,16:55:00,16:40:00,WN,641,N422,90.0,70.0,53.0,15.0,-5.0,PHL,PIT,267,6,31,0,,0,0,0,15,0,0,NAS
2007,1,18,4,19:50:00,18:00:00,21:02:00,19:20:00,WN,1597,N782,72.0,80.0,51.0,102.0,110.0,PHL,PIT,267,5,16,0,,0,4,0,0,0,98,"Carrier, Late Aircraft"
2007,1,18,4,17:48:00,17:10:00,19:38:00,19:10:00,WN,641,N428,290.0,300.0,278.0,28.0,38.0,PIT,LAS,1910,4,8,0,,0,17,0,0,0,11,"Carrier, Late Aircraft"
2007,1,18,4,21:23:00,19:45:00,23:33:00,22:00:00,WN,1597,N782,130.0,135.0,118.0,93.0,98.0,PIT,MCO,834,5,7,0,,0,0,0,0,0,93,Late Aircraft
2007,1,18,4,07:11:00,07:10:00,08:21:00,07:50:00,WN,571,N455,130.0,100.0,72.0,31.0,1.0,PIT,MDW,402,4,54,0,,0,0,0,31,0,0,NAS
2007,1,18,4,18:15:00,16:15:00,19:33:00,17:35:00,WN,304,N422,78.0,80.0,47.0,118.0,120.0,PIT,PHL,267,11,20,0,,0,0,118,0,0,0,Weather
2007,1,18,4,22:01:00,21:20:00,23:52:00,22:30:00,WN,647,N738,111.0,70.0,84.0,82.0,41.0,PIT,PHL,267,8,19,0,,0,0,0,82,0,0,NAS
2007,1,18,4,16:03:00,14:45:00,17:20:00,16:00:00,WN,899,N245,77.0,75.0,58.0,80.0,78.0,PIT,PHL,267,9,10,0,,0,0,75,2,0,3,"Weather, NAS, Late Aircraft"
2007,1,18,4,12:28:00,12:30:00,15:53:00,15:25:00,WN,1093,N758,325.0,295.0,306.0,28.0,-2.0,PIT,PHX,1813,7,12,0,,0,0,0,28,0,0,NAS
2007,1,19,5,07:14:00,07:15:00,08:49:00,08:30:00,WN,913,N452,95.0,75.0,52.0,19.0,-1.0,PHL,PIT,267,3,40,0,,0,0,0,19,0,0,NAS
2007,1,19,5,08:48:00,08:45:00,10:21:00,10:05:00,WN,2504,N446,93.0,80.0,51.0,16.0,3.0,PHL,PIT,267,9,33,0,,0,0,0,16,0,0,NAS
2007,1,19,5,15:38:00,15:00:00,21:20:00,20:55:00,WN,647,N770,222.0,235.0,192.0,25.0,38.0,PHX,PIT,1813,6,24,0,,0,0,0,0,0,25,Late Aircraft
2007,1,19,5,10:46:00,10:35:00,13:04:00,12:35:00,WN,2504,N446,318.0,300.0,280.0,29.0,11.0,PIT,LAS,1910,5,33,0,,0,0,0,18,0,11,"NAS, Late Aircraft"
2007,1,19,5,16:02:00,16:00:00,16:52:00,16:30:00,WN,432,N689SW,110.0,90.0,80.0,22.0,2.0,PIT,MDW,402,4,26,0,,0,0,0,22,0,0,NAS
2007,1,19,5,18:00:00,18:00:00,19:52:00,19:30:00,WN,803,N710SW,112.0,90.0,57.0,22.0,0.0,PIT,PHL,267,3,52,0,,0,0,0,22,0,0,NAS
2007,1,21,7,19:17:00,18:30:00,21:22:00,20:50:00,WN,491,N457,125.0,140.0,115.0,32.0,47.0,MCO,PIT,834,4,6,0,,0,32,0,0,0,0,Carrier
2007,1,21,7,22:00:00,21:30:00,00:10:00,23:45:00,WN,539,N429,70.0,75.0,49.0,25.0,30.0,MDW,PIT,402,4,17,0,,0,5,0,0,0,20,"Carrier, Late Aircraft"
2007,1,21,7,17:21:00,17:15:00,19:46:00,19:30:00,WN,2185,N446,85.0,75.0,51.0,16.0,6.0,MDW,PIT,402,3,31,0,,0,6,0,10,0,0,"Carrier, NAS"
2007,1,21,7,23:14:00,21:40:00,00:39:00,23:00:00,WN,231,N328SW,85.0,80.0,56.0,99.0,94.0,PHL,PIT,267,4,25,0,,0,0,0,5,0,94,"NAS, Late Aircraft"
2007,1,21,7,17:11:00,17:10:00,19:32:00,19:10:00,WN,641,N251,321.0,300.0,259.0,22.0,1.0,PIT,LAS,1910,13,49,0,,0,0,0,22,0,0,NAS
2007,1,21,7,16:07:00,16:00:00,17:06:00,16:30:00,WN,432,N601WN,119.0,90.0,79.0,36.0,7.0,PIT,MDW,402,3,37,0,,0,1,0,29,0,6,"Carrier, NAS, Late Aircraft"
2007,1,21,7,08:50:00,08:55:00,09:44:00,09:25:00,WN,913,N449,114.0,90.0,80.0,19.0,-5.0,PIT,MDW,402,7,27,0,,0,0,0,19,0,0,NAS
2007,1,21,7,14:12:00,14:10:00,14:54:00,14:35:00,WN,921,N486,102.0,85.0,78.0,19.0,2.0,PIT,MDW,402,2,22,0,,0,0,0,19,0,0,NAS
2007,1,21,7,20:08:00,19:55:00,20:52:00,20:20:00,WN,2076,N446,104.0,85.0,72.0,32.0,13.0,PIT,MDW,402,1,31,0,,0,0,0,19,0,13,"NAS, Late Aircraft"
2007,1,21,7,13:29:00,12:40:00,14:08:00,13:05:00,WN,2600,N797,99.0,85.0,73.0,63.0,49.0,PIT,MDW,402,4,22,0,,0,0,0,63,0,0,NAS
2007,1,21,7,21:31:00,21:20:00,22:48:00,22:30:00,WN,647,N758,77.0,70.0,45.0,18.0,11.0,PIT,PHL,267,5,27,0,,0,11,0,7,0,0,"Carrier, NAS"
2007,1,21,7,18:03:00,18:00:00,19:59:00,19:30:00,WN,803,N443,116.0,90.0,69.0,29.0,3.0,PIT,PHL,267,3,44,0,,0,0,0,29,0,0,NAS
2007,1,22,1,15:57:00,15:30:00,17:20:00,16:40:00,WN,641,N776,83.0,70.0,56.0,40.0,27.0,PHL,PIT,267,4,23,0,,0,13,0,13,0,14,"Carrier, NAS, Late Aircraft"
2007,1,22,1,07:16:00,07:15:00,09:41:00,08:30:00,WN,913,N748SW,145.0,75.0,51.0,71.0,1.0,PHL,PIT,267,6,88,0,,0,0,0,71,0,0,NAS
2007,1,22,1,12:34:00,12:35:00,14:12:00,13:45:00,WN,921,N223,98.0,70.0,56.0,27.0,-1.0,PHL,PIT,267,8,34,0,,0,0,0,27,0,0,NAS
2007,1,22,1,19:05:00,18:00:00,20:50:00,19:20:00,WN,1597,N730MA,105.0,80.0,53.0,90.0,65.0,PHL,PIT,267,9,43,0,,0,0,0,25,0,65,"NAS, Late Aircraft"
2007,1,22,1,09:12:00,08:45:00,11:28:00,10:05:00,WN,2504,N449,136.0,80.0,52.0,83.0,27.0,PHL,PIT,267,6,78,0,,0,0,0,60,0,23,"NAS, Late Aircraft"
2007,1,22,1,12:12:00,10:55:00,13:58:00,12:15:00,WN,2600,N758,106.0,80.0,55.0,103.0,77.0,PHL,PIT,267,6,45,0,,0,0,0,26,0,77,"NAS, Late Aircraft"
2007,1,22,1,17:53:00,17:10:00,19:40:00,19:10:00,WN,641,N776,287.0,300.0,253.0,30.0,43.0,PIT,LAS,1910,4,30,0,,0,2,0,0,0,28,"Carrier, Late Aircraft"
2007,1,22,1,11:55:00,10:35:00,13:44:00,12:35:00,WN,2504,N449,289.0,300.0,255.0,69.0,80.0,PIT,LAS,1910,10,24,0,,0,0,0,0,0,69,Late Aircraft
2007,1,22,1,21:00:00,19:45:00,23:36:00,22:00:00,WN,1597,N730MA,156.0,135.0,118.0,96.0,75.0,PIT,MCO,834,7,31,0,,0,0,0,21,0,75,"NAS, Late Aircraft"
2007,1,22,1,16:01:00,16:00:00,16:49:00,16:30:00,WN,432,N387SW,108.0,90.0,70.0,19.0,1.0,PIT,MDW,402,4,34,0,,0,0,0,19,0,0,NAS
2007,1,22,1,10:02:00,08:55:00,10:37:00,09:25:00,WN,913,N748SW,95.0,90.0,67.0,72.0,67.0,PIT,MDW,402,5,23,0,,0,0,0,5,0,67,"NAS, Late Aircraft"
2007,1,22,1,14:13:00,12:40:00,14:30:00,13:05:00,WN,2600,N758,77.0,85.0,66.0,85.0,93.0,PIT,MDW,402,4,7,0,,0,0,0,0,0,85,Late Aircraft
2007,1,22,1,17:19:00,16:15:00,18:44:00,17:35:00,WN,304,N713SW,85.0,80.0,41.0,69.0,64.0,PIT,PHL,267,14,30,0,,0,0,64,5,0,0,"Weather, NAS"
2007,1,22,1,09:51:00,09:20:00,11:21:00,10:25:00,WN,676,N334,90.0,65.0,62.0,56.0,31.0,PIT,PHL,267,9,19,0,,0,0,0,56,0,0,NAS
2007,1,22,1,06:55:00,06:55:00,08:21:00,08:05:00,WN,2023,N429,86.0,70.0,40.0,16.0,0.0,PIT,PHL,267,16,30,0,,0,0,0,16,0,0,NAS
2007,1,22,1,12:50:00,11:20:00,13:55:00,12:30:00,WN,2149,N343,65.0,70.0,39.0,85.0,90.0,PIT,PHL,267,9,17,0,,0,0,0,85,0,0,NAS
2007,1,22,1,06:27:00,06:25:00,09:06:00,08:50:00,WN,2605,N328SW,159.0,145.0,132.0,16.0,2.0,PIT,TPA,873,3,24,0,,0,0,0,16,0,0,NAS
2007,1,23,2,12:31:00,12:05:00,14:44:00,14:20:00,WN,899,N729SW,73.0,75.0,59.0,24.0,26.0,MDW,PIT,402,6,8,0,,0,19,0,0,0,5,"Carrier, Late Aircraft"
2007,1,23,2,09:17:00,08:40:00,11:24:00,10:55:00,WN,2149,N262,67.0,75.0,56.0,29.0,37.0,MDW,PIT,402,3,8,0,,0,29,0,0,0,0,Carrier
2007,1,23,2,09:17:00,08:45:00,10:50:00,10:05:00,WN,2504,N403,93.0,80.0,48.0,45.0,32.0,PHL,PIT,267,6,39,0,,0,0,0,13,0,32,"NAS, Late Aircraft"
2007,1,23,2,09:57:00,09:20:00,11:07:00,10:25:00,WN,676,N605SW,70.0,65.0,46.0,42.0,37.0,PIT,PHL,267,4,20,0,,0,0,0,42,0,0,NAS
2007,1,23,2,15:00:00,14:45:00,16:17:00,16:00:00,WN,899,N729SW,77.0,75.0,46.0,17.0,15.0,PIT,PHL,267,7,24,0,,0,0,0,2,0,15,"NAS, Late Aircraft"
2007,1,23,2,11:42:00,11:20:00,12:58:00,12:30:00,WN,2149,N262,76.0,70.0,46.0,28.0,22.0,PIT,PHL,267,8,22,0,,0,0,0,6,0,22,"NAS, Late Aircraft"
2007,1,23,2,06:27:00,06:25:00,09:07:00,08:50:00,WN,2605,N362,160.0,145.0,125.0,17.0,2.0,PIT,TPA,873,4,31,0,,0,0,0,17,0,0,NAS
2007,1,24,3,21:30:00,21:30:00,00:01:00,23:45:00,WN,539,N262,91.0,75.0,54.0,16.0,0.0,MDW,PIT,402,7,30,0,,0,0,0,16,0,0,NAS
2007,1,24,3,19:41:00,19:45:00,22:19:00,22:00:00,WN,1597,N764,158.0,135.0,122.0,19.0,-4.0,PIT,MCO,834,6,30,0,,0,0,0,19,0,0,NAS
2007,1,24,3,07:46:00,07:45:00,10:21:00,10:05:00,WN,1692,N201,155.0,140.0,120.0,16.0,1.0,PIT,MCO,834,5,30,0,,0,0,0,16,0,0,NAS
2007,1,24,3,09:24:00,08:55:00,10:06:00,09:25:00,WN,913,N775,102.0,90.0,66.0,41.0,29.0,PIT,MDW,402,6,30,0,,0,29,0,12,0,0,"Carrier, NAS"
2007,1,24,3,18:33:00,18:00:00,19:57:00,19:30:00,WN,803,N245,84.0,90.0,51.0,27.0,33.0,PIT,PHL,267,3,30,0,,0,0,0,25,0,2,"NAS, Late Aircraft"
2007,1,24,3,06:56:00,06:55:00,08:22:00,08:05:00,WN,2023,N476,86.0,70.0,51.0,17.0,1.0,PIT,PHL,267,6,29,0,,0,0,0,17,0,0,NAS
